,iterationName,gameID,trialNum,trialStartTime,submitTime,clickedTime,confirmTime,totalTrialDuration,PT,RT,cardinality,clicked,correct,score,symbols,symbolsProcess,targetLoc,d1,d2,messageLength,tokenRatio
539,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,13,1639594025435.0,1639594031619.0,1639594035356.0,1639594039664.0,14.229,6.184,8.045,3,3,True,27,"[1, 1, 1]","1639594028590:1,1639594028838:1,1639594029031:1",1,2,1,3,1.0
541,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,12,1639594010628.0,1639594040615.0,1639594065539.0,1639594066419.0,55.791,29.987,25.804,9,11,False,6,[1],1639594039615:1,2,10,11,1,0.1111111111111111
542,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,16,1639594037725.0,1639594042577.0,1639594045787.0,1639594047611.0,9.886,4.852,5.034,1,1,True,42,[1],1639594040876:1,1,3,2,1,1.0
543,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,21,1639594038037.0,1639594043523.0,1639594045099.0,1639594045739.0,7.702,5.486,2.216,3,3,True,33,"[1, 1, 1]","1639594067368:1,1639594067916:1,1639594068320:1",3,2,4,3,1.0
544,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,25,1639594036269.0,1639594046186.0,1639594057739.0,1639594058561.0,22.292,9.917,12.375,16,15,False,42,[3],1639594056827:3,3,15,14,1,0.0625
545,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,18,1639594033438.0,1639594047433.0,1639594058275.0,1639594058879.0,25.441,13.995,11.446,10,10,True,51,"[4, 4, 2]","1639594041787:4,1639594041935:4,1639594042401:2",2,8,9,3,0.3
546,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,32,1639594032449.0,1639594049675.0,1639594083483.0,1639594084133.0,51.684,17.226,34.458,15,15,True,87,"[3, 3, 3, 3, 3]","1639594053300:3,1639594053624:3,1639594053986:3,1639594054370:3,1639594054764:3",1,14,16,5,0.3333333333333333
547,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,31,1639594028286.0,1639594050061.0,1639594057849.0,1639594058785.0,30.499,21.775,8.724,11,11,True,90,"[3, 3, 3, 2]","1639594035336:3,1639594043390:3,1639594045380:3,1639594047242:2",3,10,12,4,0.36363636363636365
548,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,26,1639594039397.0,1639594057462.0,1639594071966.0,1639594073164.0,33.767,18.065,15.702,14,14,True,69,"[2, 1, 1, 2, 1, 3, 3, 1]","1639593924794:2,1639593925388:1,1639593925746:1,1639593926951:2,1639593928028:1,1639593928828:3,1639593930296:3,1639593930985:1",1,16,15,8,0.5714285714285714
549,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,17,1639594049613.0,1639594063714.0,1639594099962.0,1639594101119.0,51.506,14.101,37.405,11,11,True,45,"[4, 4, 2, 1]","1639594059916:4,1639594060043:4,1639594061508:2,1639594061803:1",2,10,9,4,0.36363636363636365
550,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,14,1639594041667.0,1639594066887.0,1639594093083.0,1639594094316.0,52.649,25.22,27.429,10,10,True,30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639594049671:1,1639594049942:1,1639594050222:1,1639594050534:1,1639594051175:1,1639594052510:1,1639594052798:1,1639594053086:1,1639594053367:1,1639594053670:1",3,9,11,10,1.0
551,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,22,1639594047741.0,1639594067998.0,1639594113776.0,1639594114978.0,67.237,20.257,46.98,13,13,True,36,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639594082622:1,1639594082956:1,1639594083289:1,1639594083672:1,1639594084025:1,1639594084398:1,1639594084767:1,1639594085184:1,1639594085605:1,1639594086052:1,1639594086526:1,1639594086996:1,1639594087443:1",3,14,12,13,1.0
552,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,19,1639594060881.0,1639594071092.0,1639594077121.0,1639594077789.0,16.908,10.211,6.697,6,6,True,54,"[4, 2]","1639594065390:4,1639594065841:2",2,4,5,2,0.3333333333333333
553,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,13,1639594068427.0,1639594072671.0,1639594075018.0,1639594076260.0,7.833,4.244,3.589,1,1,True,6,[1],1639594071865:1,2,3,2,1,1.0
554,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,32,1639594060788.0,1639594073662.0,1639594088373.0,1639594090981.0,30.193,12.874,17.319,14,14,True,93,"[4, 2, 2, 2, 3, 1]","1639594066477:4,1639594069180:2,1639594069843:2,1639594070714:2,1639594072670:3,1639594073864:1",3,13,15,6,0.42857142857142855
555,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,26,1639594060565.0,1639594081255.0,1639594084929.0,1639594085695.0,25.13,20.69,4.44,8,8,True,42,"[4, 4]","1639594085946:4,1639594086568:4",1,9,7,2,0.25
556,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,13,1639594062824.0,1639594081748.0,1639594087221.0,1639594089099.0,26.275,18.924,7.351,8,8,True,33,"[4, 4]","1639594075348:4,1639594075498:4",1,9,7,2,0.25
557,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,14,1639594078267.0,1639594083087.0,1639594093180.0,1639594094379.0,16.112,4.82,11.292,3,3,True,9,[3],1639594082209:3,3,2,1,1,0.3333333333333333
559,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,20,1639594079793.0,1639594095104.0,1639594101259.0,1639594101935.0,22.142,15.311,6.831,7,7,True,57,"[4, 3]","1639594089779:4,1639594090676:3",1,8,9,2,0.2857142857142857
560,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,14,1639594091100.0,1639594097670.0,1639594108799.0,1639594110609.0,19.509,6.57,12.939,3,3,True,36,[3],1639594096816:3,1,1,2,1,0.3333333333333333
561,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,27,1639594075169.0,1639594097841.0,1639594113167.0,1639594113953.0,38.784,22.672,16.112,13,13,True,72,"[1, 1, 2, 2, 2, 2, 3]","1639593967016:1,1639593967511:1,1639593968217:2,1639593968783:2,1639593969864:2,1639593970644:2,1639593971691:3",1,14,15,7,0.5384615384615384
563,run1,7872-dc4737dd-1ad5-415f-b8a5-17e90fa80e3e,2,1639594076285.0,1639594098545.0,1639594116240.0,1639594124107.0,47.822,22.26,25.562,9,10,False,0,"[3, 3, 3]","1639594091223:4,1639594094303:del,1639594096686:3,1639594097031:3,1639594097239:3",1,8,10,3,0.3333333333333333
564,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,15,1639594096391.0,1639594104749.0,1639594388099.0,1639594389611.0,293.22,8.358,284.862,8,8,True,12,"[4, 3, 2]","1639594102942:4,1639594103477:3,1639594103853:2",1,9,7,3,0.375
565,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,15,1639594096317.0,1639594110123.0,1639594116396.0,1639594117566.0,21.249,13.806,7.443,5,5,True,33,"[1, 1, 1, 1, 1]","1639594106382:1,1639594106670:1,1639594107134:1,1639594108070:1,1639594108271:1",2,4,6,5,1.0
566,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,18,1639594103124.0,1639594113266.0,1639594131201.0,1639594132403.0,29.279,10.142,19.137,6,6,True,48,"[3, 3]","1639594111277:3,1639594111412:3",2,5,7,2,0.3333333333333333
567,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,21,1639594103939.0,1639594113347.0,1639594116758.0,1639594117342.0,13.403,9.408,3.995,9,9,True,60,"[4, 4, 1]","1639594109054:4,1639594109211:4,1639594109629:1",1,8,10,3,0.3333333333333333
568,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,15,1639594112622.0,1639594119752.0,1639594130787.0,1639594131477.0,18.855,7.13,11.725,2,2,True,39,[2],1639594117194:2,1,4,3,1,0.5
569,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,16,1639594119570.0,1639594124970.0,1639594128635.0,1639594129794.0,10.224,5.4,4.824,1,1,True,36,[1],1639594123342:1,1,2,3,1,1.0
570,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,28,1639594115954.0,1639594129318.0,1639594141790.0,1639594144889.0,28.935,13.364,15.571,9,9,True,75,"[1, 2, 2, 2, 1, 1]","1639593996107:1,1639594002082:2,1639594002529:2,1639594003176:2,1639594003854:1,1639594004035:1",3,8,10,6,0.6666666666666666
572,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,27,1639594087701.0,1639594129735.0,1639594139809.0,1639594140673.0,52.972,42.034,10.938,14,14,True,45,"[3, 3, 3, 3, 2]","1639594135569:3,1639594136301:3,1639594137231:3,1639594138465:3,1639594140038:2",2,15,13,5,0.35714285714285715
573,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,22,1639594119343.0,1639594139236.0,1639594145503.0,1639594146634.0,27.291,19.893,7.398,12,12,True,63,"[4, 4, 4]","1639594129604:4,1639594129837:4,1639594130050:4",1,13,14,3,0.25
574,run1,7872-dc4737dd-1ad5-415f-b8a5-17e90fa80e3e,3,1639594126110.0,1639594142049.0,1639594185960.0,1639594187936.0,61.826,15.939,45.887,12,12,True,0,"[4, 4, 4]","1639594135127:4,1639594135374:4,1639594135559:4",2,14,13,3,0.25
575,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,23,1639594116980.0,1639594142281.0,1639594154841.0,1639594155783.0,38.803,25.301,13.502,11,11,True,39,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639594153270:1,1639594153622:1,1639594153966:1,1639594154360:1,1639594154728:1,1639594155096:1,1639594155504:1,1639594155898:1,1639594156297:1,1639594156962:1,1639594157512:1",3,9,10,11,1.0
576,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,28,1639594142675.0,1639594149077.0,1639594150935.0,1639594151583.0,8.908,6.402,2.506,1,1,True,48,[1],1639594160082:1,1,3,2,1,1.0
577,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,16,1639594133482.0,1639594151032.0,1639594178777.0,1639594179687.0,46.205,17.55,28.655,16,15,False,42,"[3, 3, 3, 3]","1639594149396:3,1639594149574:3,1639594149788:3,1639594150220:3",1,15,14,4,0.25
578,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,29,1639594146893.0,1639594152147.0,1639594154794.0,1639594155516.0,8.623,5.254,3.369,1,1,True,78,[1],1639594025970:1,2,2,3,1,1.0
580,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,17,1639594131797.0,1639594153835.0,1639594172499.0,1639594173728.0,41.931,22.038,19.893,8,8,True,39,"[1, 1, 1, 1, 1, 1, 1, 1]","1639594148831:1,1639594149206:1,1639594149678:1,1639594150126:1,1639594150982:1,1639594151558:1,1639594152086:1,1639594152526:1",3,7,9,8,1.0
581,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,19,1639594134408.0,1639594154568.0,1639594190414.0,1639594191759.0,57.351,20.16,37.191,15,15,True,51,"[4, 4, 4, 3]","1639594149460:4,1639594149924:4,1639594151084:4,1639594152437:3",2,13,14,4,0.26666666666666666
582,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,30,1639594157522.0,1639594166942.0,1639594175997.0,1639594177554.0,20.032,9.42,10.612,8,8,True,81,"[3, 4, 1]","1639594038847:3,1639594040017:4,1639594040808:1",1,7,9,3,0.375
583,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,23,1639594148637.0,1639594167458.0,1639594172935.0,1639594173671.0,25.034,18.821,6.213,13,13,True,66,"[4, 4, 4, 1]","1639594157955:4,1639594158331:4,1639594158704:4,1639594159439:1",2,12,14,4,0.3076923076923077
585,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,24,1639594157786.0,1639594173770.0,1639594196741.0,1639594197549.0,39.763,15.984,23.779,9,9,True,42,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","1639594191083:1,1639594191536:1,1639594191994:1,1639594192448:1,1639594192902:1,1639594193393:1,1639594193896:1,1639594194546:1,1639594195006:1",3,10,8,9,1.0
586,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,29,1639594153585.0,1639594175894.0,1639594178925.0,1639594180001.0,26.416,22.309,4.107,10,10,True,51,"[2, 2, 2, 2, 2]","1639594179674:2,1639594180162:2,1639594180658:2,1639594181162:2,1639594181579:2",2,9,11,5,0.5
588,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,24,1639594175673.0,1639594182691.0,1639594187014.0,1639594187719.0,12.046,7.018,5.028,5,5,True,69,"[4, 1]","1639594179424:4,1639594179860:1",1,6,4,2,0.4
589,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,30,1639594182005.0,1639594195506.0,1639594197229.0,1639594197888.0,15.883,13.501,2.382,4,4,True,54,[4],1639594206883:4,1,6,5,1,0.25
590,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,25,1639594189721.0,1639594197298.0,1639594199899.0,1639594200513.0,10.792,7.577,3.215,3,3,True,72,[3],1639594192415:3,2,4,2,1,0.3333333333333333
592,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,20,1639594193763.0,1639594202131.0,1639594208632.0,1639594211885.0,18.122,8.368,9.754,5,5,True,54,"[4, 1]","1639594199829:4,1639594200357:1",3,3,4,2,0.4
593,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,26,1639594202516.0,1639594206350.0,1639594209387.0,1639594210100.0,7.584,3.834,3.75,2,2,True,75,[2],1639594205240:2,1,1,3,1,0.5
594,run1,7872-dc4737dd-1ad5-415f-b8a5-17e90fa80e3e,4,1639594189941.0,1639594207990.0,1639594218351.0,1639594219599.0,29.658,18.049,11.609,10,9,False,3,"[4, 4, 2]","1639594198343:4,1639594198550:4,1639594199206:2",1,8,9,3,0.3
595,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,31,1639594179560.0,1639594208786.0,1639594228701.0,1639594229887.0,50.327,29.226,21.101,15,15,True,84,"[3, 1, 2, 2, 1, 2, 2, 2]","1639594069398:3,1639594070015:1,1639594072072:2,1639594077514:2,1639594078249:1,1639594078864:2,1639594082142:2,1639594082309:2",3,14,16,8,0.5333333333333333
596,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,17,1639594181688.0,1639594209193.0,1639594225463.0,1639594226693.0,45.005,27.505,17.5,11,11,True,42,"[4, 4, 3]","1639594194112:4,1639594194258:4,1639594199596:3",1,9,10,3,0.2727272727272727
597,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,31,1639594199893.0,1639594209994.0,1639594212533.0,1639594214069.0,14.176,10.101,4.075,5,5,True,57,"[4, 1]","1639594219640:4,1639594221096:1",2,3,4,2,0.4
598,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,25,1639594199551.0,1639594219128.0,1639594227475.0,1639594229042.0,29.491,19.577,9.914,10,10,True,45,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639594232513:1,1639594232929:1,1639594233348:1,1639594233794:1,1639594234251:1,1639594234721:1,1639594235206:1,1639594235706:1,1639594236180:1,1639594236624:1",2,11,9,10,1.0
599,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,18,1639594175732.0,1639594225643.0,1639594254953.0,1639594256415.0,80.683,49.911,30.772,14,14,True,42,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639594193055:1,1639594193446:1,1639594193798:1,1639594194790:1,1639594195326:1,1639594195742:1,1639594196215:1,1639594196622:1,1639594197095:1,1639594197518:1,1639594197942:1,1639594198351:1,1639594198798:1,1639594199239:1",1,15,13,14,1.0
601,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,21,1639594213888.0,1639594227408.0,1639594239260.0,1639594244597.0,30.709,13.52,17.189,7,7,True,57,"[4, 3]","1639594225252:4,1639594225732:3",3,8,6,2,0.2857142857142857
602,run1,7872-dc4737dd-1ad5-415f-b8a5-17e90fa80e3e,5,1639594221604.0,1639594232404.0,1639594242750.0,1639594244343.0,22.739,10.8,11.939,4,4,True,3,[4],1639594229463:4,3,6,5,1,0.25
603,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,27,1639594212102.0,1639594233808.0,1639594237927.0,1639594238647.0,26.545,21.706,4.839,16,16,True,78,"[4, 4, 4, 4]","1639594223333:4,1639594223484:4,1639594223982:4,1639594224148:4",2,15,14,4,0.25
604,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,26,1639594231044.0,1639594244721.0,1639594249875.0,1639594252826.0,21.782,13.677,8.105,8,8,True,48,"[1, 1, 1, 1, 1, 1, 1, 1]","1639594263868:1,1639594264308:1,1639594264805:1,1639594265293:1,1639594265801:1,1639594266336:1,1639594266840:1,1639594267334:1",2,9,7,8,1.0
605,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,32,1639594231892.0,1639594246962.0,1639594255949.0,1639594256746.0,24.854,15.07,9.784,7,7,True,87,"[1, 2, 3, 1]","1639594115007:1,1639594117155:2,1639594118197:3,1639594118728:1",2,8,6,4,0.5714285714285714
606,run1,7872-dc4737dd-1ad5-415f-b8a5-17e90fa80e3e,6,1639594246347.0,1639594251039.0,1639594257183.0,1639594258023.0,11.676,4.692,6.984,3,3,True,6,[3],1639594249655:3,1,2,4,1,0.3333333333333333
607,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,18,1639594228695.0,1639594254138.0,1639594261085.0,1639594263537.0,34.842,25.443,9.399,5,5,True,45,"[4, 1]","1639594251721:4,1639594252200:1",1,6,4,2,0.4
608,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,28,1639594240651.0,1639594260340.0,1639594271396.0,1639594272073.0,31.422,19.689,11.733,14,15,False,81,"[4, 4, 4, 2]","1639594249661:4,1639594249806:4,1639594249957:4,1639594250518:2",3,16,15,4,0.2857142857142857
609,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,27,1639594254827.0,1639594263143.0,1639594266216.0,1639594266834.0,12.007,8.316,3.691,4,4,True,51,"[1, 1, 1, 1]","1639594285028:1,1639594285572:1,1639594286132:1,1639594286632:1",2,5,3,4,1.0
610,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,22,1639594246600.0,1639594267436.0,1639594295298.0,1639594304028.0,57.428,20.836,36.592,16,16,True,60,"[4, 4, 4, 4]","1639594260700:4,1639594261580:4,1639594263332:4,1639594263628:4",2,14,15,4,0.25
611,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,32,1639594216075.0,1639594268817.0,1639594272449.0,1639594273249.0,57.174,52.742,4.432,15,15,True,60,"[3, 3, 3, 3, 3]","1639594262505:3,1639594264243:del,1639594276311:3,1639594276866:3,1639594277518:3,1639594278825:3,1639594280203:3",2,14,16,5,0.3333333333333333
612,run1,7872-dc4737dd-1ad5-415f-b8a5-17e90fa80e3e,7,1639594260028.0,1639594271459.0,1639594281647.0,1639594282711.0,22.683,11.431,11.252,8,8,True,9,"[4, 4]","1639594265822:4,1639594265958:4",3,7,9,2,0.25
613,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,28,1639594268837.0,1639594273365.0,1639594274934.0,1639594275607.0,6.77,4.528,2.242,2,2,True,54,"[1, 1]","1639594298420:1,1639594298808:1",2,1,3,2,1.0
614,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,19,1639594265544.0,1639594277035.0,1639594286620.0,1639594291618.0,26.074,11.491,14.583,9,9,True,48,"[4, 4, 1]","1639594275561:4,1639594275703:4,1639594276263:1",1,8,10,3,0.3333333333333333
615,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,19,1639594258417.0,1639594286562.0,1639594309190.0,1639594310445.0,52.028,28.145,23.883,11,11,True,45,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639594268415:1,1639594268783:1,1639594269606:1,1639594269982:1,1639594270582:1,1639594271086:1,1639594271711:1,1639594272118:1,1639594272702:1,1639594273174:1,1639594273654:1",1,12,10,11,1.0
617,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,29,1639594277608.0,1639594300110.0,1639594315834.0,1639594316720.0,39.112,22.502,16.61,15,15,True,57,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639594313427:1,1639594313728:1,1639594314086:1,1639594314490:1,1639594314918:1,1639594315342:1,1639594315770:1,1639594316190:1,1639594316604:1,1639594317036:1,1639594317486:1,1639594317920:1,1639594318394:1,1639594318895:1,1639594319327:1",3,14,16,15,1.0
618,run1,7872-dc4737dd-1ad5-415f-b8a5-17e90fa80e3e,8,1639594284715.0,1639594305657.0,1639594318406.0,1639594324110.0,39.395,20.942,18.453,14,14,True,12,"[4, 4, 4, 2]","1639594294223:4,1639594294422:4,1639594295750:4,1639594296470:2",3,12,13,4,0.2857142857142857
620,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,29,1639594274075.0,1639594310858.0,1639594333014.0,1639594333775.0,59.7,36.783,22.917,15,15,True,81,"[4, 4, 4, 3]","1639594295202:4,1639594295555:4,1639594295878:4,1639594297926:3",2,16,14,4,0.26666666666666666
621,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,20,1639594293619.0,1639594311014.0,1639594335741.0,1639594340178.0,46.559,17.395,29.164,12,12,True,51,"[4, 4, 4]","1639594304042:4,1639594304176:4,1639594304467:4",3,14,13,3,0.25
622,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,23,1639594306029.0,1639594322682.0,1639594363629.0,1639594372868.0,66.839,16.653,50.186,14,14,True,63,"[4, 4, 4, 2]","1639594318557:4,1639594318844:4,1639594320012:4,1639594321157:2",1,13,12,4,0.2857142857142857
625,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,30,1639594318722.0,1639594330775.0,1639594337639.0,1639594338518.0,19.796,12.053,7.743,6,6,True,60,"[1, 1, 1, 1, 1, 1]","1639594349353:1,1639594349847:1,1639594350256:1,1639594350832:1,1639594351360:1,1639594351828:1",2,5,7,6,1.0
626,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,30,1639594335779.0,1639594341698.0,1639594351442.0,1639594352099.0,16.32,5.919,10.401,8,8,True,84,"[4, 4]","1639594340573:4,1639594340739:4",3,7,9,2,0.25
627,run1,7872-dc4737dd-1ad5-415f-b8a5-17e90fa80e3e,9,1639594326116.0,1639594346858.0,1639594372878.0,1639594374142.0,48.026,20.742,27.284,15,15,True,15,"[4, 4, 4, 3]","1639594335295:4,1639594335517:4,1639594336654:4,1639594337814:3",1,13,14,4,0.26666666666666666
628,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,20,1639594312447.0,1639594349159.0,1639594369800.0,1639594370837.0,58.39,36.712,21.678,12,12,True,48,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639594343079:1,1639594343366:1,1639594343774:1,1639594344079:1,1639594344558:1,1639594344982:1,1639594345454:1,1639594345830:1,1639594346302:1,1639594346694:1,1639594347134:1,1639594347574:1",2,11,10,12,1.0
629,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,31,1639594340520.0,1639594349965.0,1639594354619.0,1639594355338.0,14.818,9.445,5.373,5,5,True,63,"[1, 1, 1, 1, 1]","1639594371422:1,1639594371849:1,1639594372283:1,1639594372727:1,1639594373125:1",3,6,4,5,1.0
630,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,21,1639594342179.0,1639594354322.0,1639594369763.0,1639594370867.0,28.688,12.143,16.545,10,10,True,54,"[4, 4, 2]","1639594349347:4,1639594349503:4,1639594350333:2",3,9,11,3,0.3
632,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,31,1639594354102.0,1639594359964.0,1639594363610.0,1639594365311.0,11.209,5.862,5.347,4,4,True,87,[4],1639594359129:4,2,3,2,1,0.25
633,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,32,1639594357341.0,1639594373236.0,1639594377624.0,1639594378327.0,20.986,15.895,5.091,7,7,True,66,"[1, 1, 1, 1, 1, 1, 1]","1639594390934:1,1639594391317:1,1639594391705:1,1639594392099:1,1639594392513:1,1639594392905:1,1639594393285:1",2,5,6,7,1.0
636,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,32,1639594367314.0,1639594383285.0,1639594393106.0,1639594393838.0,26.524,15.971,10.553,11,11,True,90,"[4, 4, 3]","1639594379006:4,1639594379150:4,1639594379397:3",3,10,12,3,0.2727272727272727
637,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,22,1639594372871.0,1639594384470.0,1639594401175.0,1639594401286.0,28.415,11.599,16.816,7,7,True,57,"[4, 3]","1639594379370:4,1639594379642:3",2,6,5,2,0.2857142857142857
638,run1,7872-dc4737dd-1ad5-415f-b8a5-17e90fa80e3e,10,1639594376147.0,1639594393067.0,1639594411749.0,1639594413853.0,37.706,16.92,20.786,13,13,True,18,"[4, 4, 4, 1]","1639594385366:4,1639594385606:4,1639594385831:4,1639594386726:1",2,14,15,4,0.3076923076923077
639,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,16,1639594391619.0,1639594402705.0,1639594448258.0,1639594450659.0,59.04,11.086,47.954,12,12,True,15,"[4, 4, 4]","1639594400416:4,1639594400784:4,1639594401175:4",3,11,13,3,0.25
641,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,24,1639594374873.0,1639594405898.0,1639594438109.0,1639594444704.0,69.831,31.025,38.806,13,13,True,66,"[4, 4, 4, 1]","1639594400012:4,1639594400276:4,1639594402508:4,1639594403996:1",2,14,15,4,0.3076923076923077
642,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,21,1639594372840.0,1639594406407.0,1639594425355.0,1639594427189.0,54.349,33.567,20.782,16,16,True,51,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639594385502:1,1639594385926:1,1639594386326:1,1639594386711:1,1639594387102:1,1639594387495:1,1639594387902:1,1639594388270:1,1639594388726:1,1639594389126:1,1639594389494:1,1639594389870:1,1639594390302:1,1639594390686:1,1639594391126:1,1639594391519:1",2,14,15,16,1.0
